,article_title,lastrevid
1358,Chamina Ben Mohamed,1091671184
1359,Saïd Mohamed Cheikh,1036446434
1360,Mohamed Dahalani,1070905174
1361,Dawiat Mohamed,1112068629
1362,Ahmed Ben Said Djaffar,1103330010
1363,Abdou Soulé Elbak,1039771007
1364,Fahmi Said Ibrahim,936630092
1365,Gaston Feuillard,906903655
1366,Siti Kassim,1112069104
1367,Said Ali Kemal,1054672013
1368,Sittou Raghadat Mohamed,1069963767
1369,Djaffar Ahmed Said,1112420866
1370,Abdallah Said Sarouma,1043132737
1371,Moussa Toybou,790006774
1372,Léon Angor,1077197673
1373,Joseph Badiabio,1034243441
1374,Frédéric Bintsamou,1058667713
1375,Jean-Jacques Bouya,1105758730
1376,Anatole Collinet Makosso,1103554666
1377,Edgard Diafouka-Bambela,1106259287
1378,Fidèle Dimou,1106164994
1379,Gabriel Entcha-Ebia,1106165202
1380,Gabriel Valère Eteka Yemet,1099409330
1381,Albert Fourvelle,826516065
1382,Pascal Gamassa,1058791873
1383,Pierre Goura,1093895340
1384,Gustave Aba-Gandzion,1109342095
1385,Joseph Hondjuila Miokono,1110821843
1386,André Kerhervé,938502932
1387,Pierre Mabiala,1103554982
1388,Alice Mahoungou,1045092171
1389,Paulin Makaya,1112682469
1390,Jean-Pierre Makouta-Mboukou,1043693914
1391,Jean Malonga,1079975770
1392,André Matsoua,1112277858
1393,Ferdinand Mbahou,1016976234
1394,Justin Mikolo-Kinzonzi,1110228735
1395,Bonaventure Mizidy,976591922
1396,Émile Mokoko Wongolo,1106513766
1397,Jean-Marie Mokoko,1084934250
1398,René-Dambert Ndouane,934383492
1399,Jean-Dominique Okemba,1080590362
1400,Denis-Christel Sassou Nguesso,1112420082
1401,Arlette Soudan-Nonault,1112681568
1402,Jean Félix Demba Telo,1106155664
1403,Abel Thauley-Ganga,1108165600
1404,Georges Yhambot,1109906450
1405,Jean Andeka,1053665857
1406,Daniel Aselo Okito,1100883853
1407,Bertrand Bisimwa,1053663824
1408,Adam Bombolé,1104298921
1409,Célestin Cibalonza Byaterana,1053664162
1410,Martin Parfait Aimé Coussoud-Mavoungou,1097239808
1411,Emmanuel Dungia,1060647113
1412,Ferdinand Essandja,995332258
1413,Lugi Gizenga,1107018797
1414,Clovis Kabongo Malemba,1053664088
1415,Odilon Kafitwe wa pa Bowa,1063619600
1416,François Nicéphore Kakese,1053664863
1417,Kalenga Riziki Lwango II,1054264870
1418,Jean Collins Musonda Kalusambo,1053665874
1419,Norman Kamosi,1066002475
1420,Oscar Kashala,1087269353
1421,Banyingela Kasonga,1112278142
1422,Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446
1423,Jacques Kazadi,1102558299
1424,Léon Kengo wa Dondo,1084896531
1425,Robert Kidiaba,1105743947
1426,Seth Kikuni,1001659466
1427,Jean-Pierre Lola Kisanga,1108329438
1428,Delphin Kyubwa,1053664236
1429,Gabriel Kyungu wa Kumwanza,1099410445
1430,Eric Lenge,1053664625
1431,Faustin Luanga,1086274369
1432,Guy-Patrice Lumumba,1086692776
1433,Sultani Makenga,1097897658
1434,Angèle Makombo,1081392396
1435,Christian Malanga,1106277637
1436,Franck Mwe di Malila,1053664857
1437,Anne Mbusu,1101655545
1438,Munga Mibindo,1058408130
1439,Emile Mota,1106209048
1440,Josué Alex Mukendi,1053666052
1441,Daniel Mukoko Samba,1106989449
1442,Paul-Joseph Mukungubila,1105617422
1443,Medard Mulangala,1101726096
1444,Didier Mumengi,1074734394
1445,Kasongo Munganga,1105966047
1446,Jean-Claude Kazembe Musonda,1098805559
1447,Jules Mutebusi,1092041837
1448,Laurent Nkunda,1082692191
1449,Victor Promontorio,1087110784
1450,Jean-Marie Runiga,1053665820
1451,Alain Daniel Shekomba,1104802428
1452,Koloso Sumaili,1053666295
1453,Noël K. Tshiani Muadiamvita,1108163676
1454,Emery Wafwana,1092371503
1455,Emmanuel Weyi,1114586215
1456,Florentino Alfaro Zamora,956286846
1457,Alejandro Alvarado García,1003975565
1458,Antonio Saldaña,1093440482
1459,Armando Aráuz Aguilar,1096079605
1460,Birche,953393149
1461,Tranquilino de Bonilla y Herdocia,1076002437
1462,Juan José de Bonilla y Herdocia,956293523
1463,Miguel de Bonilla y Laya-Bolívar,1049728557
1464,Stephan Brunner,1103928769
1465,Florencio del Castillo,1069435039
1466,Paola Vega Castillo,1107984404
1467,Ramón Castro y Ramírez,956293548
1468,Ricardo Castro Beeche,1099192652
1469,Teodoro Willink Castro,1108137810
1470,José Joaquín Chaverri Sievert,956297870
1471,José Miguel Corrales Bolaños,1106097216
1472,Correque,1060409498
1473,Aquileo J. Echeverría,1077703728
1474,El Guarco,982203872
1475,Narciso Esquivel y Salazar,956293456
1476,Alberto Fait Lizano,1095090935
1477,Gerardo Gómez Ramírez,942924505
1478,Joaquín Gutiérrez,1054520061
1479,Gerardo Guzmán Quirós,956298558
1480,Joaquín de Iglesias Vidamartel,956293531
1481,Bernal Jiménez Monge,1099703699
1482,Ramón Jiménez y Robredo,956297739
1483,King Garabito,953412068
1484,Pedro María León-Páez y Brown,1060701173
1485,Óscar López (politician),1108071893
1486,Juan de los Santos Madriz y Cervantes,979296974
1487,Marvin Calvo Montoya,1112206196
1488,Félix Arcadio Montero Monge,1097535044
1489,Sonia Marta Mora Escalante,1082026885
1490,José Joaquín Mora Porras,1066725232
1491,Mary Munive,1103929222
1492,Rafael Moya Murillo,956297821
1493,María Teresa Obregón Zamora,1062414934
1494,Juan de Obregón y Espinosa,1111778447
1495,Rodrigo Oreamuno Blanco,1090060729
1496,Joaquín de Oreamuno,1096820977
1497,Rafael Francisco Osejo,1034464885
1498,Pablo Presbere,1094432381
1499,Eugenio Padilla Bonilla,994446675
1500,Manuel María de Peralta y Alfaro,1099780917
1501,José María de Peralta,1099735450
1502,Manuel María de Peralta y López del Corral,1076002485
1503,Cipriano Pérez y Arias,1079012012
1504,Eusebio Prieto y Ruiz,956293601
1505,Carmen Quesada Santamaría,989893885
1506,José Pablo Quirós Quirós,1068141997
1507,Gregorio José Ramírez,1108030896
1508,Rafael Ramírez Hidalgo,1003975880
1509,Carlos Ricardo Benavides Jiménez,1101826814
1510,Santiago Mayas,1091891616
1511,Siarke,1040860121
1512,Tomás Enrique Soley Soler,956286746
1513,José María Soto Alfaro,1022937864
1514,Ricardo Toledo Carranza,1074320861
1515,Nazario Toledo,956293527
1516,Marco Vinicio Vargas Pereira,956297827
1517,Santos Velázquez y Tinoco,956293472
1518,William Forbes (Talamancan king),953571529
1519,Jean-Jacques Béchio,1097445644
1520,Kandia Camara,1103563722
1521,Charles Koffi Diby,1108506945
1522,Étienne Djaument,1102789374
1523,Loubo Augustin Djessou,1055941458
1524,Laurent Dona Fologo,1114825081
1525,Michel Gueu,1107654367
1526,Marcel Zadi Kessy,1101937624
1527,Kaba Nialé,1096406056
1528,Sékou Sanogo,994546487
1529,Sidi Tiémoko Touré,1091776866
1530,Mato Arlović,995029235
1531,Antun Augustinčić,1107956669
1532,Jakov Blažević,1107642810
1533,Mirko Bogović,1111957117
1534,Zvonko Brkić,1079673510
1535,Andrija Torkvat Brlić,1115206658
1536,Josip Broz Tito,1112945222
1537,Nadežda Čačinovič,1112933531
1538,Pero Čingrija,1078888021
1539,Juraj Demetrović,1080729797
1540,Luigi Frari,1065837770
1541,Nikica Gabrić,1100953009
1542,Leon Geršković,1100856578
1543,Pavle Gregorić,1010865645
1544,Hakija Hadžić,1078015152
1545,Dragutin Haramija,1079673431
1546,Ernest Jelušić,1035465045
1547,Emerik Josipović,1108439301
1548,Gejza Josipović,1017549423
1549,Radovan Juričić,1012985592
1550,Luka Kirac,1112003841
1551,Rudi Kolak,1059610572
1552,Stjepan Kovačević,972227393
1553,Josip Kregar,1022316460
1554,Izidor Kršnjavi,1105361975
1555,Šime Kurelić,1083761998
1556,Ante Mandić,1104609731
1557,Vladimir Mažuranić,1070845254
1558,Danijel Mileta,1063882247
1559,Pavao Muhić,1009855661
1560,Francesco Neffat,1087585656
1561,Fran Novljan,1086818268
1562,Petar Pejačević,1021214490
1563,Kata Pejnović,1095342896
1564,Ivo Pilar,1089349756
1565,Pero Pirker,1097968650
1566,Niko Pucić,1086466947
1567,Rafael Pucić,1109480180
1568,Svetozar Rittig,1078580605
1569,Vjekoslav Servatzy,1085075271
1570,Ivan Vilibor Sinčić,1107681809
1571,Tadija Smičiklas,1090985499
1572,Vjekoslav Spinčić,1039143224
1573,Predrag Štromar,1049187655
1574,Josip Juraj Strossmayer,1111376276
1575,Ante Šupuk,1015900174
1576,Đuro Šurmin,1031747692
1577,Ljudevit Vukotinović,1081133614
1578,Dragan Vulin,1031595837
1579,Lordan Zafranović,1112298171
1580,Savo Zlatić,1019059043
1581,Ante Županović,1014125709
1582,Prime Ministers of Cuba,934437679
1583,President of Cuba,1112307334
1584,Ignacio Agramonte,1104193887
1585,Sebastian Arcos Bergnes,1111442114
1586,Gustavo Arcos,1064128904
1587,Juan de Ayala y Escobar,1059201207
1588,Miguel Brugueras,1094840575
1589,Leopoldo Cancio,1018001652
1590,Demetrio Castillo Duany,1078095226
1591,Vicente Manuel de Céspedes,1067145473
1592,Manuel Cidre,1105881632
1593,José María Coppinger,1080005445
1594,Rafael Díaz-Balart,1106639409
1595,Miguel Díaz-Canel,1115075784
1596,Manuel Dorta-Duque,1114485837
1597,Carlos Fernández Gondín,1066670419
1598,Orestes Ferrara,1070890875
1599,Francisco de Arango y Parreño,1112500039
1600,Juan Carlos García Granda,1086881012
1601,Reinaldo García Zapata,1081919816
1602,Aurelio Hevia,1029493523
1603,Fernando Heydrich,1015959656
1604,Alfredo Hornedo,1111245250
1605,Manuel Marrero Cruz,1112820527
1606,Rubén Martínez Puente,1099829999
1607,Augusto Martínez Sánchez,1106597865
1608,Bartolomé Masó,1082014108
1609,Ramón Meza y Suárez Inclán,1090136006
1610,Bartolomé Morales,1104171930
1611,José Núñez de Cáceres,1090327585
1612,Juan Vitalio Acuña Núñez,1007811203
1613,Enrique Oltuski,1033836396
1614,Frank País,1088557022
1615,Juan Nepomuceno de Quesada,1104171943
1616,Luis Alberto Rodríguez López-Calleja,1104294016
1617,"Salvador José de Muro, 2nd Marquis of Someruelos",1103383044
1618,Laureano de Torres y Ayala,1107030973
1619,Salvador Valdés Mesa,1112500064
1620,Nikos Christodoulides,1114620877
1621,Ioannis Clerides,1098237394
1622,Takis Evdokas,1100993618
1623,Oz Karahan,1110569334
1624,Andreas Koukouma,1106347999
1625,Pantelis Kouros,1098425442
1626,Kyrillos III of Cyprus,1091921175
1627,Michalis Paraskevas,1051669355
1628,Christos Patsalides,1060031276
1629,Nicos A. Rolandis,1115144934
1630,Benon Sevan,1113575455
1631,Stefanos Stefanou (politician),1068165689
1632,Michael Zampelas,1112275979
1633,Josef Barák,1083124449
1634,Dagmar Burešová,1098666195
1635,František Ringo Čech,1108211243
1636,Jaroslav Chalupský,1078953657
1637,Count Wenzel Chotek of Chotkow and Wognin,1083654825
1638,Petr Cibulka,1113204122
1639,Čestmír Císař,1104559649
1640,Josef Šebestián Daubek,1050015346
1641,Karel Domin,1049007188
1642,Dominik Feri,1114398428
1643,Jaroslav Foldyna,1101136989
1644,Vladimír Franz,1018540612
1645,Josef Václav Frič,1096760435
1646,Radola Gajda,1094011419
1647,Edvard Gregr,395526568
1648,Julius Gregr,395521877
1649,Tomáš Grulich,1105195802
1650,Karel Havlíček Borovský,1113946125
1651,Karel Havlík,1100828466
1652,Eduard Hedvicek,1072556655
1653,Jan Helcelet,1097877507
1654,Vladimír Hučín,1006178116
1655,Stanislav Huml,1100256753
1656,Martin Jahn,1068489733
1657,Josef Ježek,1081825452
1658,Konstantin Jireček,1100601439
1659,Ladislav Jirků,1105195815
1660,Svatopluk Karásek,1105195949
1661,"Wenzel Anton, Prince of Kaunitz-Rietberg",1087676617
1662,Maximilian Ulrich von Kaunitz,1087172023
1663,Philip Kinsky of Wchinitz and Tettau,1086536221
1664,Bohuslav Kokotek,1101925484
1665,Jan Krejčí,1089306800
1666,Jan Lacina (Czech politician),1100139907
1667,Lubomír Ledl,1098598568
1668,Miroslav Lidinský,1110419961
1669,Jiří Lobkowicz,1036408754
1670,Jiří Löw,1100079475
1671,Ivan Mašek,1108547621
1672,Mikuláš of Hus,1016780533
1673,Zdeněk Mraček,1106394242
1674,Jana Nečasová,1078853565
1675,Joseph Nekl,1109748763
1676,Roman Onderka,1058094951
1677,Vladimír Oplt,1101228395
1678,František Palacký,1105698438
1679,Mojmír Povolný,1108319836
1680,Vladimír Príkazský,1098436155
1681,Ondřej Přikryl,1070612078
1682,František Reichel,1105195920
1683,Bedřich Reicin,994557125
1684,František Ladislav Rieger,1081925821
1685,Richard Sacher,1092501154
1686,Tomáš Eduard Šilinger,1078089986
1687,Karel Štogl,1098811438
1688,Antonín Cyril Stojan,1081455346
1689,Matěj Stropnický,1079854598
1690,Jiří Svoboda (director),1049133241
1691,Miroslav Tetter,1098599146
1692,"Leopold, Count von Thun und Hohenstein",1096753974
1693,Tomáš Vandas,1110388860
1694,Jiří Ventruba,1106895401
1695,Jan Vrba (politician),1104640063
1696,Christian August Broberg,1106575496
1697,Peter Vogelius Deinboll,1086892227
1698,Niko Grünfeld,1076895271
1699,Petra Petersen,956506009
1700,Henning Podebusk,1065426004
1701,Mads Rørvig,1011343841
1702,Grethe Rostbøll,1098592394
1703,Theresa Scavenius,1053774991
1704,Erna Sørensen,923585617
1705,Elisa Ussing,976628048
1706,Gertie Wandel,1020166279
1707,Lars Weiss,1074392690
1708,Julius Wulff,1037201024
1709,Moussa Ali Abdoulkader,997163619
1710,Choukri Djibah,1097190148
1711,Omar Farah Iltireh,1030633831
1712,Daher Ahmed Farah,999603390
1713,Ahmed Goumane-Roble,1052661085
1714,Barkat Gourad Hamadou,1106305331
1715,Mahmoud Harbi,1113413390
1716,Mohamed Kamil,1073985228
1717,Ahmed-Idriss Moussa,1080051890
1718,Omar Osman Rabe,1098230816
1719,Mohamed Warsama Ragueh,1073358606
1720,Frank Baron (politician),1103996048
1721,Pelegrín Castillo,1084729797
1722,Aurelius Marie,1077406858
1723,Cecil Rawle,1081518586
1724,President of the Dominican Republic,1115335059
1725,Johnny Abbes García,1110092775
1726,José Rafael Abinader,1097958814
1727,Yamil Abreu Navarro,1113486540
1728,Desiderio Arias,1022518655
1729,Ramón Marrero Aristy,1097597540
1730,José María Cabral y Báez,1097959224
1731,Miguel Cocco,1112041483
1732,Viriato Fiallo,1087349377
1733,Franklin Franco,1089002192
1734,José Gabriel García,1092662819
1735,Rosa Gómez de Mejía,1079971971
1736,Maximiliano Gómez,948020793
1737,Juan Isidro Jimenes Grullón,1089002403
1738,Isabel Mayer,1088542137
1739,Miguel Mejía (politician),957199596
1740,Guillermo Moreno García,1104322066
1741,Juan Vicente Moscoso,1097962364
1742,José Ignacio Paliza,1097962633
1743,Porfirio Andrés Bautista García,1077316666
1744,Emilio Prud'Homme,1106072979
1745,Ramón Antonio Ramírez,1035340690
1746,Roberto Salcedo Sr.,993659584
1747,Juan Sánchez Ramírez,1105825050
1748,Francisco del Rosario Sánchez,1114871208
1749,Julián Serulle,1097964726
1750,Josefina Stubbs,1088363736
1751,Jack Veneno,1112440058
1752,Geovanny Vicente,1114317884
1753,Abelardo Vicioso,1110188274
1754,Elías Wessin y Wessin,1114635263
1755,Jorge Radhamés Zorrilla Ozuna,1106088248
1756,Esthela Acero,1100224092
1757,Julio Martinez Acosta,1105923366
1758,Vanessa Álava,1114956349
1759,Mónica Alemán,1101823559
1760,Andrés Arauz,1089361728
1761,Verónica Arias,1112616294
1762,Aurora Estrada y Ayala,1100691086
1763,Fernando Balda,1089729036
1764,José Agusto Briones,1102730328
1765,Carlos Arizaga Toral,1064128763
1766,Marjorie Chávez,1112844007
1767,María Sol Corral,1107106836
1768,Jaime Durán Barba,1100507604
1769,Guillermo Franco (Ecuadorian general),1068937034
1770,Jaime Galarza Zavala,1080321019
1771,Paúl Granda,1111707153
1772,Pablo Guerrero Martinez,1105653105
1773,Marcel Jacobo Laniado de Wind,1112113877
1774,Wilfrido Lucero,1089844227
1775,Luis A. Martínez,976245134
1776,Pedro Moncayo,1012131605
1777,Fabrizio Moreira,1115104227
1778,Gustavo Pareja Cisneros,1100507663
1779,Luis Parodi,1100954886
1780,Ismael Pérez Pazmiño,1059389501
1781,Ana María Raffo,1106374007
1782,Anita Rivas,1110727761
1783,Filoteo Samaniego,1030112553
1784,Andrea Scacco,1107575467
1785,Doris Soliz,1104752991
1786,Jhajaira Urresta,1106775671
1787,Marllely Vásconez,1059389245
1788,Alfredo Vera Vera,1018172533
1789,Nathalie Viteri,1098337219
1790,Mohsen Badawi,1091871137
1791,Abdelfattah al-Banna,949091502
1792,Joseph Cattaui,1093741477
1793,Khaled Dawoud,1017821131
1794,Ibrahim El-Gohary,1113646184
1795,Rafik Habib,1112390859
1796,Mohamed Ismail,1109380868
1797,Mahmoud Ahmad Ibiary,1102928507
1798,Mona Makram-Ebeid,1091152817
1799,Ahmad Mazlum,1097464922
1800,George Messiha,1065964569
1801,Mostafa Alnagar,1110347217
1802,Diaa Rashwan,1096659866
1803,Talaat Sadat,1113508683
1804,Miguel Álvarez Castro,1009883569
1805,Mario Antonio Andino,1095255953
1806,José Ramón Ávalos Navarrete,1088750353
1807,Walter Béneke,1036422087
1808,Nayib Bukele,1115246110
1809,Fabio Castillo Figueroa,1057050739
1810,Ernesto Antonio Claramount Roseville,1034388138
1811,Ciro Cruz Zepeda,1071719706
1812,Héctor Dada Hirezi,1088750376
1813,Carmen Elena Figueroa,1106252521
1814,Hugo Lindo,1101534127
1815,Gustavo López Davidson,1104260658
1816,Sandra Yanira Martínez Tobar,1048377361
1817,Román Mayorga Quirós,1088749527
1818,José Antonio Morales Ehrlich,1101436222
1819,Mario Ponce,1050654642
1820,Aníbal Portillo,1114960545
1821,Sigfrido Reyes Morales,1097238430
1822,Eeileen Romero,1100828554
1823,Rubén Alonso Rosales,1115304883
1824,José Gregorio Salazar,1113680889
1825,Guillermo Ungo,1066079120
1826,José Francisco Valiente,1009883792
1827,José Arturo Vásquez Machado,1106096227
1828,Juan Vicente Villacorta Díaz,1100804127
1829,César Yanes Urías,1114064666
1830,Xavier Zablah Bukele,1098271042
1831,Teresa Efua Asangono,1094993024
1832,Edward Barleycorn,969610175
1833,Adolfo Obiang Biko,1105469931
1834,Rita Bosaho,1092491399
1835,Acacio Mañé Ela,1085315018
1836,Pelayo Eribo,1114272312
1837,Gabriel Mbaga Obiang Lima,1108829755
1838,Atanasio Ndongo Miyone,1094094634
1839,Gaudencio Mohaba Mesu,1080067659
1840,Cruz Melchor Eya Nchama,1106746387
1841,Armengol Ondo Nguema,1040383681
1842,Eulogio Oyó,1085896072
1843,Ahmed Mohammed Nasser,1110425153
1844,Ambaye Wolde Mariam,1065904185
1845,Girma Asmerom,1093428364
1846,Tedla Bairu,1068397028
1847,Berhane Habtemariam,1077790341
1848,Abraha Kassa,1074904726
1849,Abdulkadir Kebire,1106388672
1850,Abraham Kidane,1007942515
1851,Mohammed Saeed Nawed,723260380
1852,Ibrahim Omer,1106896920
1853,Romodan Mohammed Nur,1104147526
1854,Lehte Hainsalu,1063515288
1855,Carl Robert Jakobson,1109789577
1856,August Janson,1053019919
1857,Elmar Järvesoo,1038769527
1858,Sergei Jürgens,1028657999
1859,Karl Kark,1098677715
1860,Aleksander Kask,1048418741
1861,Harald Laksberg,1092962963
1862,Jüri Liim,1093563524
1863,Jaan Lippmaa,1108623962
1864,Aino-Eevi Lukas,1112291314
1865,Tiit Matsulevitš,1083062314
1866,Friedrich Niggol,1098878036
1867,Arvo Niitenberg,1091114797
1868,Eha Pärn,1058679187
1869,Verner Hans Puurand,1082103275
1870,Theodor Rõuk,1114964021
1871,Arved Ruusa,1098879983
1872,Toomas Sildmäe,1062612379
1873,Heino Sisask,1084444093
1874,Eduard von Stackelberg,1072240932
1875,Aleksander Stern,1098161404
1876,Ants Tamme,1046759279
1877,Kirill Teiter,1092152864
1878,Georg Trašanov,1093236480
1879,Artur Vallner,1063815429
1880,Ants Veetõusme,1108465393
1881,Atnafu Abate,1091330135
1882,Mohamed Abdulghani,1015964664
1883,Almayahu Haile,1063011807
1884,Juneidi Basha,1107047712
1885,Tadesse Birru,1108621571
1886,Darge Sahle Selassie,1099573513
1887,Asrat Desta,1056728307
1888,Ergoge Tesfaye,1059539493
1889,Fitsum Assefa,1085929590
1890,Alimirah Hanfare,1075233350
1891,Ibrahim Harun,983020940
1892,Mawlid Hayir,1079991048
1893,Adem Ibrahim,1015964623
1894,Kitaw Ejigu,1095525004
1895,Wondimu Kurta,1108035809
1896,Lencho Letta,1107968444
1897,Mogus Wolde Mikael,1112916781
1898,Jawar Mohammed,1094608483
1899,Mulu Solomon,1106496565
1900,Sophia Yilma,1026135640
1901,Su'ad Ahmed Farah,857925192
1902,Tekle Wolde Hawaryat,1095575093
1903,Teklewold Atnafu,1101239492
1904,Tsegaye Mamo,1109728586
1905,Andargachew Tsege,1075086484
1906,Erhart Aten,1104278667
1907,Gideon Doone,1104278830
1908,John Ehsa,1112791021
1909,Jack Fritz,1077106459
1910,Tony Ganngiyan,1109390620
1911,Gerson Jackson,1112222920
1912,Lyndon Jackson,1072343229
1913,John Mangefel,1104284808
1914,Masao Nakayama,1054456354
1915,Wesley Simina,1105544125
1916,Ansito Walter,993631245
1917,Robert Weilbacher,1102379216
1918,Strik Yoma,1086142871
1919,Nelson Delailomaloma,1066885088
1920,Manilal Doctor,1026524002
1921,Ema Druavesi,1081755736
1922,James Fong,1096907368
1923,William Goodsir,1027605353
1924,Hafizud Deen Khan,1114460174
1925,Apenisa Kurisaqila,1021053596
1926,Injimo Managreve,705254033
1927,Metuisela Mua,1079124027
1928,Pio Tabaiwalu,1101202238
1929,Saula Telawa,1092280528
1930,Samuela Vunivalu,1005271427
1931,Josaia Waqabaca,904395471
1932,Tanya Waqanika,1050607695
1933,Markku Andersson,1043222611
1934,Erik Berg (politician),1112445645
1935,Arthur Brofeldt,1050506093
1936,Anders Chydenius,1113818970
1937,Selim Ekbom,997338039
1938,Erik Fleming (councilor),1066740982
1939,Klaus Fleming,1088318870
1940,Jakob Gadolin,1097260549
1941,Mikhail Fyodorovich Ganskau,1051760370
1942,Carl Axel Gottlund,1100912151
1943,Lars Gabriel von Haartman,1113826495
1944,Ilkka Hakalehto,1106130121
1945,Max Jakobson,1111495545
1946,Fritz Arthur Jusélius,1019712970
1947,Aleksander von Kothen,1050404318
1948,Paul Kraatz,1089806349
1949,Antti Kuosmanen,1093737619
1950,Carl Fabian Langenskiöld,1095875877
1951,Reino Ragnar Lehto,1086802978
1952,Keijo Liinamaa,1082695153
1953,Verner Lindberg,1113086506
1954,Olavi Mäenpää,1113275201
1955,Nils Mustelin,1101309871
1956,Kirsi Piha,1011166320
1957,Toivo Topias Pohjala,1113515295
1958,Karl August Ramsay,1051401383
1959,Elisabeth Rehn,1096605773
1960,Eino S. Repo,1050674268
1961,Matti Saarinen,1099827826
1962,Helvi Sipilä,1099355206
1963,Georg Magnus Sprengtporten,1113778414
1964,Aleksander Strandman,1050404209
1965,Christoffer Taxell,1096094038
1966,Heikki Heikinpoika Vaanila,1080391577
1967,Jaana Vasama,1095884412
1968,Miranda Vuolasranta,1106633718
1969,Nils Westermarck,1019861873
1970,Anders Wirenius,1049923720
1971,Konni Zilliacus (senior),951511687
1972,Jean Poldo d'Albenas,1067933042
1973,Édouard André (art collector),1108055042
1974,François-Gabriel d'Angeac,1063028734
1975,Auguste Louis Albéric d'Arenberg,1100525208
1976,Hubert Astier,1104817709
1977,Raymond-Max Aubert,1082744437
1978,Pierre-François Audry de Puyraveau,1041685091
1979,Antoine Avinin,1114330738
1980,Henri Barbet,1058537909
1981,Monique Barbut,1033584307
1982,Umberto Battist,1100351289
1983,Jean-François Bazin,1103928744
1984,"Marc de Beauvau, Prince of Craon",1103625797
1985,Daniel Béguin,1092313908
1986,Soheib Bencheikh,1076962736
1987,Jean-Pierre Berçot,1014505332
1988,Michel Berson,1035977192
1989,Georges Berthoin,1081106442
1990,Bertrand de La Chesnais,1082303676
1991,Bertrand Nogaro,1082745594
1992,Franck Biancheri,1105481883
1993,Olivier Bianchi,1110744540
1994,Adolphe Billault,1104724730
1995,Jean Bonaventure Birotteau,1100907137
1996,Pierre Philibert de Blancheton,1008128433
1997,Antoine Blondel,1016683924
1998,Roland Bondonny,1095782494
1999,Gian Paolo Borghetti,1044208725
2000,Élisabeth Borne,1114924450
2001,Paul Boudet,1097825452
2002,Gérard Boulanger,1097825550
2003,Albert Bourderon,1067038452
2004,François Bourdon,1029331850
2005,Anne du Bourg,1094440098
2006,Raphaël Bouton,1105641399
2007,Marie Bové,962575919
2008,"Alexandre Jean-Baptiste de Boyer, Marquis d'Éguilles",1078677061
2009,Pierre Étienne Bourgeois de Boynes,782996380
2010,Adolphe Brezet,1104663398
2011,Franck Briffaut,1103217675
2012,Barnabé Brisson,1093929154
2013,"Victor-François, 8th duc de Broglie",1084041714
2014,Gilberte Brossolette,1070079491
2015,Pierre Broussel,1050634478
2016,Michel Bruguier,1082745423
2017,Dominique Bucchini,1061804332
2018,Bureau de La Rivière,1105433275
2019,Étienne-Laurent-Pierre Burnel,1082744694
2020,Jean Capelle (politician),1067067425
2021,Léon Carcassonne,1007233683
2022,Pierre Cary,1050495074
2023,Ignace Caseneuve,1019146161
2024,Charles Cassal,924509169
2025,Jacques la Caze,1109449561
2026,Max-Théodore Cerfberr,1039643142
2027,Robert Chapuis,1107371389
2028,Jean Charbonnel,969097582
2029,Jean Auguste de Chastenet de Puységur,1098455433
2030,Pierre-Jean-Baptiste Chaussard,982872895
2031,Henri Philippe de Chauvelin,1067874732
2032,Armand Chouffet,1085636232
2033,Pierre-Suzanne-Augustin Cochin,1026749529
2034,Colette Codaccioni,1014506054
2035,Édouard Colbert de Villacerf,1101166764
2036,Maurice Colrat,1035898437
2037,Honoré Commeurec,1082414528
2038,Corinne Bouchoux,1096232063
2039,Jean Cotereau,1010731404
2040,Paul Cotte,1050652500
2041,Georges Coulon,1097830070
2042,Michel Craplet,1087935075
2043,Jacques Antoine Creuzé-Latouche,1097830813
2044,Pierre Daru,1084279564
2045,Yves de Daruvar,1113513795
2046,Claude Alphonse Delangle,1097831850
2047,Victor Denain,1005635886
2048,Ernest Denis,1084137789
2049,Louis Grégoire Deschamps Destournelles,1011997337
2050,Martial Borye Desrenaudes,1067855906
2051,Éric Di Meco,1101972691
2052,Henry Dorgères,1056023413
2053,Nicolas du Bosc,1067934529
2054,Guillaume du Tillot,948072002
2055,Antoine du Verdier,1082744106
2056,Émile-Jules Dubois,1076271376
2057,Lucien-Rene Duchesne,851199022
2058,Théodore Ducos,1058537128
2059,Édouard Dunglas,1067926801
2060,Olivier Dutheillet de Lamothe,1094204364
2061,Jean-Baptiste Duvergier,1097834473
2062,"Claude Louis d'Espinchal, marquis de Massiac",1101896910
2063,Auguste Louis Antoine Fabre,957313460
2064,Jules-François-Paul Fauris de Saint-Vincens,1105667020
2065,Nasser Ramdane Ferradj,1100351389
2066,Lucien Finel,1110536778
2067,Jacques Fournier (government official),1098598167
2068,François II de Beauharnais,903067760
2069,Jean Frydman,1100352027
2070,Xavier de Fürst,1056703720
2071,Charles Ganilh,1067808226
2072,Agénor de Gasparin,1082162174
2073,Joseph Matthias Gérard de Rayneval,997745594
2074,Charles Le Bègue de Germiny,1082744148
2075,Roland Giberti,955452341
2076,Georges Ginoux,1096065024
2077,Brigitte Girardin,1082744185
2078,Olivier Giscard d'Estaing,1105690313
2079,François Louis Auguste Goiran,1082744476
2080,Marie-Thérèse Goutmann,1026474883
2081,Madeleine de Grandmaison,1056746059
2082,Ernest Granger,1076592057
